release_year,metascore,userscore,metascore_count,platforms,userscore_count
2007,71.0,55.0,37,1,26
2016,71.0,69.0,22,2,47
2017,71.0,68.0,22,3,90
2003,71.0,65.0,33,1,47
2008,71.0,58.0,27,1,8
2005,71.0,76.0,16,1,18
2015,71.0,81.0,8,1,74
2020,71.0,58.0,5,1,10
2023,71.0,70.0,11,1,47
2021,71.0,42.0,7,2,13
2006,71.0,76.0,45,3,17
2011,71.0,58.0,20,2,4
2024,71.0,75.0,75,3,155
2021,71.0,68.0,22,3,34
2014,71.0,85.0,44,1,131
2013,71.0,66.0,9,1,43
2010,71.0,69.0,10,1,7
2015,71.0,68.0,7,1,34
2012,71.0,78.0,25,4,96
2017,71.0,66.0,12,4,19
2015,71.0,59.0,11,1,14
2004,71.0,77.0,40,3,18
2017,71.0,63.0,30,3,58
2024,71.0,39.0,8,1,11
2009,71.0,71.0,27,1,35
2008,71.0,78.0,23,1,20
2019,71.0,62.0,8,1,26
2002,71.0,82.0,8,1,29
2016,71.0,71.0,70,5,298
2006,71.0,76.0,11,1,17
2000,71.0,76.0,14,1,31
2002,71.0,85.0,33,1,35
2000,71.0,0.0,9,1,1
2007,71.0,82.0,7,1,11
2019,71.0,74.0,29,2,71
2017,71.0,63.0,9,3,23
2009,71.0,66.0,33,1,19
2020,71.0,73.0,41,3,144
2009,71.0,62.0,56,4,14
2005,71.0,73.0,39,3,46
2014,71.0,73.0,44,1,343
2017,71.0,72.0,11,1,41
2017,71.0,52.0,11,3,42
2017,71.0,0.0,10,4,1
2007,71.0,0.0,19,1,2
2014,71.0,57.0,64,1,2833
2018,71.0,72.0,24,1,69
2006,71.0,81.0,30,9,92
2007,71.0,0.0,9,1,2
2004,71.0,75.0,35,3,13
2012,71.0,54.0,45,2,17
2012,71.0,81.0,11,1,56
2018,71.0,53.0,20,4,26
2016,71.0,66.0,30,2,98
2012,71.0,76.0,22,2,61
2012,71.0,70.0,60,1,205
2001,71.0,81.0,20,1,28
2023,71.0,69.0,18,3,57
2003,71.0,60.0,22,3,7
2003,71.0,78.0,24,1,82
2008,71.0,0.0,13,3,0
2003,71.0,0.0,31,1,2
2001,71.0,69.0,21,1,8
2006,71.0,84.0,12,1,22
2013,71.0,69.0,17,3,49
2001,71.0,0.0,7,1,1
2007,71.0,67.0,37,2,99
2000,71.0,67.0,17,1,11
2017,71.0,81.0,62,1,258
2002,71.0,69.0,7,1,10
2006,71.0,74.0,27,1,14
2002,71.0,0.0,13,3,2
2013,71.0,74.0,7,1,5
2011,71.0,84.0,18,3,100
2019,71.0,0.0,9,2,1
2017,71.0,74.0,19,3,28
2016,71.0,66.0,23,1,20
2017,71.0,73.0,9,2,12
2012,71.0,79.0,12,1,19
2019,71.0,72.0,10,1,19
2022,71.0,63.0,52,4,246
2013,71.0,69.0,7,1,12
2020,71.0,63.0,16,1,12
2017,71.0,69.0,9,1,24
2017,71.0,70.0,10,1,137
2019,71.0,67.0,11,1,29
2017,71.0,71.0,36,3,119
2022,71.0,76.0,30,4,89
2025,71.0,82.0,24,2,6
2017,71.0,68.0,8,1,6
2002,71.0,68.0,34,3,28
2016,71.0,81.0,24,2,36
2008,71.0,52.0,37,3,17
2025,71.0,60.0,15,1,8
2018,71.0,0.0,9,1,3
2019,71.0,72.0,60,3,86
2017,71.0,73.0,18,2,29
2014,71.0,64.0,85,1,1817
2008,71.0,65.0,10,1,12
2025,71.0,70.0,17,3,25
2016,71.0,74.0,28,3,112
2004,71.0,52.0,8,1,5
2025,71.0,57.0,23,2,30
1998,71.0,65.0,9,1,10
2018,71.0,62.0,41,3,40
2022,71.0,53.0,10,4,8
2014,71.0,71.0,28,4,63
2022,71.0,66.0,28,4,65
2016,71.0,74.0,26,3,360
2018,71.0,62.0,11,1,14
2017,71.0,71.0,12,2,46
2016,71.0,64.0,11,3,64
2024,71.0,71.0,9,3,491
2011,71.0,87.0,7,2,6
2001,71.0,54.0,14,1,13
2004,71.0,74.0,62,1,27
2001,71.0,0.0,8,1,3
2020,71.0,82.0,10,3,105
2008,71.0,65.0,70,1,19
2006,71.0,68.0,17,1,13
2003,71.0,71.0,31,2,22
2020,71.0,62.0,9,3,33
2020,71.0,0.0,8,1,1
2012,71.0,83.0,44,3,76
2008,71.0,70.0,20,1,33
2017,71.0,64.0,26,4,72
2021,71.0,47.0,26,2,84
2009,71.0,64.0,54,2,65
2020,71.0,76.0,39,2,450
2009,71.0,50.0,14,1,46
2011,71.0,75.0,25,1,129
2021,71.0,70.0,21,2,72
2019,71.0,59.0,16,3,57
2012,71.0,73.0,50,2,103
2025,71.0,83.0,7,1,15
2017,71.0,71.0,19,6,13
2007,71.0,0.0,23,1,3
2018,71.0,67.0,31,2,331
2021,71.0,82.0,16,1,6
2013,71.0,58.0,13,1,25
2017,71.0,65.0,12,1,11
2008,71.0,0.0,19,1,1
2017,71.0,72.0,16,3,52
2009,71.0,67.0,7,1,6
2012,71.0,79.0,35,1,230
2007,71.0,0.0,43,3,3
2022,71.0,0.0,10,1,1
2017,71.0,53.0,9,3,7
2005,71.0,73.0,32,1,58
2021,71.0,68.0,21,4,107
2004,71.0,83.0,31,3,9
2016,71.0,69.0,29,2,63
2010,71.0,71.0,12,1,23
2000,71.0,79.0,7,1,7
2005,71.0,78.0,41,3,32
2021,71.0,72.0,81,3,1527
2018,71.0,0.0,8,2,2
2003,71.0,82.0,10,3,114
2003,71.0,0.0,12,1,3
2003,71.0,80.0,30,1,82
2000,71.0,71.0,26,2,27
2015,71.0,72.0,37,1,98
2001,71.0,75.0,19,1,581
2025,71.0,51.0,14,2,62
2009,71.0,78.0,50,4,18
2018,71.0,73.0,8,3,172
2021,71.0,59.0,14,4,9
2016,71.0,68.0,11,1,32
2010,71.0,67.0,49,1,66
2002,71.0,82.0,19,3,61
2009,71.0,0.0,20,1,2
2008,71.0,66.0,72,2,50
2006,71.0,84.0,37,3,19
2005,71.0,78.0,13,1,9
2010,71.0,78.0,24,2,83
2007,71.0,0.0,7,1,0
2009,71.0,0.0,7,1,1
2009,71.0,0.0,8,1,2
2018,71.0,74.0,12,4,11
2014,71.0,78.0,17,1,85
1997,71.0,95.0,8,1,4
2011,71.0,75.0,37,1,33
2019,71.0,74.0,31,5,87
2018,71.0,77.0,8,1,30
2008,71.0,50.0,22,3,6
2019,71.0,65.0,16,3,26
2019,71.0,64.0,14,1,62
2010,71.0,66.0,10,1,11
2009,71.0,0.0,7,1,2
2007,71.0,73.0,41,6,72
2021,71.0,59.0,22,1,111
2022,71.0,0.0,7,1,3
2019,71.0,48.0,12,1,28
2005,71.0,50.0,37,1,4
2017,71.0,0.0,7,2,0
2019,71.0,0.0,7,1,2
2025,71.0,66.0,6,2,5
2024,71.0,0.0,7,1,1
2007,71.0,0.0,10,1,0
2016,71.0,70.0,29,1,28
2007,71.0,64.0,22,3,80
2001,71.0,68.0,13,1,27
2001,71.0,0.0,26,3,2
2004,71.0,71.0,29,1,14
2000,71.0,62.0,11,3,5
2004,71.0,80.0,40,1,166
2002,71.0,74.0,8,1,11
2009,71.0,75.0,29,1,14
2021,71.0,71.0,12,2,22
2014,71.0,76.0,9,1,15
2022,71.0,58.0,33,3,235
2018,71.0,70.0,17,2,56
2014,71.0,69.0,31,7,211
2008,71.0,69.0,43,1,9
2006,71.0,74.0,8,1,52
2005,71.0,75.0,41,1,11
2015,71.0,71.0,13,1,9
2002,71.0,73.0,14,1,7
2004,71.0,64.0,16,1,8
2001,71.0,73.0,30,1,12
2021,71.0,70.0,12,1,11
2023,71.0,63.0,10,1,13
2016,71.0,62.0,10,4,16
2024,71.0,68.0,9,2,17
2001,71.0,76.0,11,1,5
2011,71.0,77.0,14,1,70
2010,71.0,71.0,30,1,24
2025,71.0,89.0,15,3,14
2017,71.0,75.0,36,1,47
2020,71.0,56.0,24,1,22
2013,71.0,71.0,15,4,73
2013,71.0,63.0,28,3,99
2022,71.0,65.0,11,1,6
2005,71.0,76.0,13,1,7
2016,71.0,75.0,12,1,24
2011,71.0,80.0,30,1,43
2007,71.0,78.0,13,1,4
2008,71.0,76.0,14,1,7
2018,71.0,75.0,7,1,30
2016,71.0,77.0,13,1,83
2019,71.0,61.0,47,6,344
2005,71.0,73.0,34,4,25
2025,71.0,57.0,75,4,335
2017,71.0,51.0,61,3,4400
2020,71.0,0.0,8,3,1
2025,71.0,64.0,12,3,74
2016,71.0,70.0,11,1,20
2017,71.0,73.0,7,1,7
2011,71.0,72.0,64,1,113
2010,71.0,0.0,7,1,3
2003,71.0,73.0,25,1,41
2007,71.0,75.0,52,5,129
2015,71.0,50.0,25,4,331
2010,71.0,0.0,9,1,2
2015,71.0,71.0,9,1,27
2012,71.0,71.0,42,3,92
2011,71.0,64.0,44,1,42
2002,71.0,76.0,16,5,166
2019,71.0,67.0,27,3,191
2000,71.0,79.0,11,1,13
2001,71.0,70.0,14,1,5
2002,71.0,78.0,36,1,64
2000,71.0,82.0,15,1,52
2016,71.0,56.0,96,6,5529
2011,71.0,63.0,56,1,167
2018,71.0,75.0,9,1,32
2018,71.0,65.0,12,1,23
2007,71.0,80.0,30,1,49
2006,71.0,78.0,41,1,54
2015,71.0,64.0,10,2,12
2017,71.0,72.0,19,4,132
2021,71.0,64.0,16,1,5
2016,71.0,60.0,14,1,10
2004,71.0,0.0,38,1,3
2017,71.0,78.0,7,1,5
2022,71.0,0.0,7,1,2
2011,71.0,61.0,17,2,36
2025,71.0,78.0,54,3,154
2023,71.0,66.0,11,1,7
2023,71.0,73.0,7,1,18
2008,71.0,0.0,7,1,1
2017,71.0,68.0,9,1,17
2023,71.0,77.0,8,1,16
2022,71.0,0.0,7,2,2
2018,71.0,67.0,9,1,6
2020,71.0,81.0,8,1,68
2018,71.0,74.0,61,1,143
2006,71.0,60.0,60,1,19
2016,71.0,72.0,23,3,56
2014,71.0,81.0,53,1,103
2006,71.0,60.0,8,1,4
2016,71.0,75.0,13,1,23
2009,71.0,79.0,33,1,11
2006,71.0,82.0,29,1,24
2023,71.0,38.0,19,2,149
2012,71.0,71.0,54,2,272
2022,71.0,74.0,26,4,82
2016,71.0,70.0,21,2,62
2017,71.0,73.0,22,1,73
2015,71.0,69.0,63,1,165
2005,71.0,0.0,36,6,2
2006,71.0,63.0,34,1,31
2016,71.0,69.0,28,3,253
2021,71.0,82.0,60,2,189
2012,71.0,74.0,59,3,62
2004,71.0,70.0,32,4,121
2002,71.0,0.0,14,1,3
2005,71.0,0.0,7,1,1
2003,71.0,68.0,28,4,31
2002,71.0,79.0,12,1,13
2024,71.0,59.0,16,1,107
2019,71.0,70.0,9,2,37
2001,71.0,30.0,11,1,4
2003,71.0,81.0,16,1,12
2017,71.0,64.0,7,1,38
2017,71.0,72.0,15,4,13
2018,71.0,48.0,10,2,11
2014,71.0,80.0,9,3,65
2007,70.0,69.0,40,1,97
2025,71.0,76.0,14,3,8
2011,70.0,65.0,11,1,15
2016,70.0,63.0,14,4,25
2023,70.0,0.0,8,1,3
2008,70.0,73.0,26,1,29
2003,70.0,0.0,22,3,3
2005,70.0,83.0,30,2,102
2019,70.0,77.0,8,1,70
2009,70.0,61.0,65,3,57
2021,70.0,72.0,16,2,5
2006,70.0,83.0,12,1,4
2022,70.0,81.0,90,5,3865
2015,70.0,63.0,17,1,12
2017,70.0,65.0,18,4,972
2007,70.0,0.0,17,1,1
2010,70.0,60.0,91,1,168
2011,70.0,42.0,26,3,29
2021,70.0,62.0,20,2,6
2014,70.0,65.0,16,1,96
2012,70.0,75.0,30,1,20
2003,70.0,0.0,11,1,2
2021,70.0,68.0,29,4,56
2005,70.0,72.0,29,2,13
2011,70.0,57.0,44,1,192
2008,70.0,64.0,54,3,256
2005,70.0,55.0,12,1,17
2019,70.0,62.0,46,4,194
2024,70.0,67.0,21,2,7
2018,70.0,71.0,26,3,55
2003,70.0,72.0,26,1,66
2002,70.0,90.0,11,1,393
2004,70.0,0.0,31,1,3
2002,70.0,77.0,26,1,140
2001,70.0,70.0,9,1,6
2003,70.0,74.0,23,1,12
2001,70.0,70.0,14,1,5
2000,70.0,69.0,11,1,9
2002,70.0,78.0,21,1,11
2019,70.0,70.0,19,4,37
2001,70.0,71.0,16,3,7
2009,70.0,74.0,42,1,120
2024,70.0,58.0,96,3,249
2010,70.0,77.0,25,2,51
2002,70.0,74.0,23,1,5
2022,70.0,78.0,11,4,16
2008,70.0,82.0,11,2,54
2018,70.0,73.0,8,1,9
2011,70.0,67.0,22,1,247
2017,70.0,71.0,7,1,23
2015,70.0,70.0,16,2,41
2007,70.0,75.0,16,1,12
2006,70.0,79.0,29,2,8
2011,70.0,65.0,30,2,128
2022,70.0,72.0,36,1,39
2016,70.0,65.0,28,2,62
2019,70.0,60.0,10,1,9
2021,70.0,79.0,34,1,60
2007,70.0,66.0,21,1,5
2023,70.0,71.0,27,2,106
2006,70.0,77.0,52,1,17
2005,70.0,0.0,7,1,0
2008,70.0,0.0,10,1,1
2010,70.0,63.0,16,1,78
2017,70.0,71.0,11,2,59
2014,70.0,75.0,12,1,58
2007,70.0,70.0,58,3,52
2010,70.0,41.0,23,1,42
2012,70.0,66.0,71,1,494
2014,70.0,87.0,38,1,107
2018,70.0,62.0,14,3,28
2010,70.0,73.0,37,2,20
2016,70.0,70.0,18,1,95
2014,70.0,57.0,44,1,389
2011,70.0,66.0,10,1,30
2010,70.0,84.0,9,1,10
2025,70.0,0.0,14,1,0
1998,70.0,60.0,9,1,9
2000,70.0,0.0,9,1,0
2004,70.0,58.0,29,1,5
2017,70.0,78.0,9,3,4
2004,70.0,78.0,29,4,93
2002,70.0,68.0,17,1,5
2004,70.0,71.0,31,4,39
2001,70.0,78.0,11,1,27
2021,70.0,0.0,6,1,2
2025,70.0,74.0,17,2,105
2006,70.0,0.0,16,1,1
2019,70.0,72.0,15,2,20
2015,70.0,54.0,17,1,106
2005,70.0,0.0,31,1,3
2011,70.0,56.0,32,2,7
2013,70.0,77.0,44,5,105
2020,70.0,66.0,44,4,325
2009,70.0,59.0,35,2,12
2020,70.0,59.0,14,1,31
2004,70.0,0.0,19,1,1
2019,70.0,75.0,69,3,849
2024,70.0,33.0,22,3,215
2011,70.0,66.0,65,1,270
2022,70.0,72.0,11,3,19
2017,70.0,74.0,25,1,94
2016,70.0,77.0,9,1,18
2015,70.0,64.0,7,2,7
2011,70.0,78.0,34,3,28
2023,70.0,51.0,12,1,15
2024,70.0,48.0,27,3,210
2019,70.0,71.0,28,1,94
2017,70.0,65.0,24,2,23
2015,70.0,74.0,24,3,67
2007,70.0,72.0,43,6,17
2006,70.0,82.0,23,2,5
2012,70.0,79.0,39,1,45
2004,70.0,60.0,15,1,4
2007,70.0,0.0,10,1,2
2019,70.0,78.0,8,1,14
2009,70.0,63.0,17,1,8
2004,70.0,80.0,55,1,10
2007,70.0,86.0,39,1,19
2021,70.0,67.0,23,2,20
2001,70.0,0.0,8,1,3
2002,70.0,67.0,16,1,16
2022,70.0,77.0,8,2,199
2020,70.0,55.0,10,3,18
2005,70.0,77.0,51,1,40
2011,70.0,77.0,20,1,116
2010,70.0,61.0,7,1,11
2013,70.0,65.0,11,2,33
2009,70.0,63.0,21,1,7
2012,70.0,75.0,52,1,59
2009,70.0,63.0,47,1,13
2005,70.0,76.0,43,1,19
2019,70.0,57.0,11,1,10
2010,70.0,69.0,7,1,10
2023,70.0,61.0,4,1,57
2019,70.0,60.0,12,4,27
2016,70.0,72.0,21,4,319
2012,70.0,84.0,32,3,33
2024,70.0,66.0,10,3,24
2016,70.0,67.0,18,2,33
2018,70.0,64.0,22,1,166
2020,70.0,61.0,14,5,37
2007,70.0,59.0,18,1,7
2017,70.0,68.0,7,2,4
2015,70.0,75.0,14,1,52
2020,70.0,67.0,52,4,672
2022,70.0,0.0,7,3,3
2019,70.0,61.0,15,2,24
2016,70.0,0.0,17,1,2
2008,70.0,65.0,19,1,18
2023,70.0,60.0,7,3,4
2019,70.0,60.0,7,2,28
2002,70.0,0.0,8,1,1
2003,70.0,69.0,21,4,19
2003,70.0,58.0,15,1,4
2021,70.0,0.0,19,2,3
2004,70.0,75.0,21,1,8
2011,70.0,40.0,22,1,93
2003,70.0,92.0,8,1,5
2023,70.0,64.0,10,4,13
2018,70.0,62.0,53,4,98
2003,70.0,69.0,12,1,7
2007,70.0,69.0,44,1,15
2025,70.0,60.0,12,3,20
2016,70.0,68.0,7,2,13
2025,70.0,79.0,30,3,75
2015,70.0,73.0,46,6,247
2018,70.0,57.0,12,1,19
2023,70.0,50.0,24,1,369
2018,70.0,65.0,10,2,17
2020,70.0,59.0,13,4,12
2011,70.0,84.0,10,1,8
2006,70.0,75.0,63,1,13
2009,70.0,0.0,12,1,3
2015,70.0,76.0,39,2,56
2018,70.0,59.0,18,2,41
2023,70.0,70.0,17,2,24
2024,70.0,66.0,26,4,44
2018,70.0,58.0,17,3,9
2020,70.0,69.0,34,4,93
2023,70.0,65.0,25,3,46
2010,70.0,83.0,15,1,4
2004,70.0,76.0,28,5,17
2008,70.0,74.0,21,1,8
2005,70.0,58.0,37,3,10
2020,70.0,70.0,29,5,53
2009,70.0,67.0,25,1,7
2014,70.0,84.0,18,1,64
2013,70.0,70.0,39,5,81
2018,70.0,68.0,7,3,5
2008,70.0,65.0,59,5,38
2017,70.0,70.0,12,4,48
2015,70.0,74.0,7,1,5
2015,70.0,72.0,24,2,108
2020,70.0,66.0,8,3,7
2018,70.0,64.0,7,2,7
2024,70.0,0.0,7,1,3
2021,70.0,72.0,8,1,9
2012,70.0,77.0,15,1,15
2018,70.0,68.0,9,1,17
2024,70.0,67.0,10,2,12
2021,70.0,48.0,11,2,4
2020,70.0,60.0,15,2,5
2023,70.0,0.0,10,2,3
2022,70.0,78.0,8,4,6
2020,70.0,11.0,15,2,52
2019,70.0,48.0,8,3,8
2016,70.0,83.0,35,1,82
2020,70.0,53.0,10,3,15
2018,70.0,78.0,16,1,119
2018,70.0,0.0,8,3,3
2016,70.0,0.0,9,1,1
2015,70.0,76.0,7,1,16
2023,70.0,82.0,14,2,10
2025,70.0,65.0,7,1,8
2008,70.0,85.0,37,2,26
2007,70.0,0.0,26,1,2
2023,70.0,0.0,10,2,1
2012,70.0,71.0,64,2,355
2018,70.0,78.0,13,1,4
2007,70.0,80.0,19,1,36
2015,70.0,70.0,26,2,91
2022,70.0,65.0,72,2,629
2005,70.0,84.0,30,1,11
2008,70.0,72.0,32,1,80
2017,70.0,68.0,21,2,13
2008,70.0,0.0,12,1,2
2017,70.0,66.0,64,3,1256
2014,70.0,73.0,17,3,26
2004,70.0,71.0,67,1,265
2015,70.0,55.0,25,5,24
2013,70.0,72.0,31,3,73
2018,70.0,0.0,13,1,3
2018,70.0,69.0,13,1,22
2008,70.0,0.0,7,2,3
2003,70.0,0.0,7,2,1
2019,70.0,0.0,7,1,3
2024,70.0,80.0,30,1,9
2023,70.0,85.0,8,2,8
2007,70.0,67.0,25,1,21
2019,70.0,61.0,29,1,66
2017,70.0,69.0,27,3,56
2021,70.0,62.0,40,2,115
2017,70.0,68.0,18,3,64
2013,70.0,72.0,11,1,25
2014,70.0,81.0,16,2,37
2010,70.0,76.0,7,1,66
2011,70.0,65.0,15,1,11
2021,70.0,40.0,35,1,768
2024,70.0,64.0,20,4,28
2010,70.0,76.0,24,1,49
2007,70.0,74.0,13,1,14
2001,70.0,78.0,9,1,13
2019,70.0,62.0,24,4,32
2002,70.0,71.0,18,1,11
2002,70.0,65.0,14,1,8
2003,70.0,0.0,12,1,1
2021,70.0,43.0,31,1,480
2010,70.0,74.0,11,1,152
2013,70.0,71.0,14,1,185
2016,70.0,69.0,42,2,135
2025,70.0,0.0,21,1,1
2020,70.0,83.0,16,4,4
2014,70.0,65.0,14,2,33
2008,70.0,0.0,26,2,1
2012,70.0,50.0,33,2,211
2013,70.0,80.0,98,3,3357
2013,70.0,75.0,42,3,357
2008,70.0,0.0,12,1,0
2008,70.0,75.0,20,1,4
2020,70.0,77.0,40,4,222
2014,70.0,58.0,25,2,226
2022,70.0,73.0,7,1,71
2010,70.0,76.0,16,1,5
2024,70.0,63.0,7,2,40
2016,70.0,70.0,7,1,9
2020,70.0,84.0,8,2,16
2023,70.0,69.0,15,4,26
2020,70.0,40.0,36,3,135
2006,70.0,84.0,29,2,7
2016,70.0,69.0,33,2,41
2024,70.0,66.0,13,2,8
2013,70.0,57.0,10,1,38
2022,70.0,0.0,12,2,2
2025,70.0,43.0,13,3,4
2007,70.0,86.0,10,1,5
2023,70.0,68.0,45,3,1572
2009,70.0,83.0,17,1,26
2011,70.0,49.0,7,1,46
2011,70.0,81.0,67,3,389
2025,70.0,82.0,19,4,11
2017,70.0,65.0,38,1,35
2021,70.0,76.0,15,1,10
2008,70.0,73.0,38,1,25
2010,70.0,71.0,24,2,88
2005,70.0,58.0,10,1,8
2009,70.0,60.0,35,2,26
2023,70.0,54.0,15,3,8
2000,70.0,80.0,22,1,141
2013,70.0,83.0,19,1,37
2009,70.0,63.0,11,1,11
2002,70.0,0.0,8,1,3
2002,70.0,0.0,10,1,3
2021,70.0,76.0,16,2,10
2002,70.0,60.0,13,2,8
2010,70.0,78.0,22,1,20
2021,70.0,58.0,110,1,297
2015,70.0,64.0,24,3,91
2021,70.0,68.0,41,3,239
2014,70.0,84.0,19,2,160
2017,70.0,66.0,29,2,22
2023,70.0,71.0,18,2,73
2020,70.0,75.0,7,2,38
2018,70.0,68.0,67,4,985
2019,70.0,57.0,26,2,24
2025,70.0,47.0,19,3,7
2020,70.0,72.0,7,3,5
2007,70.0,81.0,9,1,27
2022,70.0,70.0,12,2,21
2009,70.0,67.0,22,1,6
2006,70.0,79.0,18,2,53
2010,70.0,32.0,42,2,6
2010,70.0,71.0,41,1,99
2011,70.0,61.0,85,3,483
2020,70.0,75.0,17,2,52
2020,70.0,79.0,6,1,8
2008,70.0,0.0,23,3,2
2018,70.0,59.0,30,3,64
2005,70.0,0.0,19,1,3
2015,70.0,81.0,10,3,23
2020,70.0,73.0,11,3,71
2011,70.0,73.0,7,1,65
2012,70.0,70.0,50,3,72
2008,70.0,0.0,8,2,1
2016,70.0,0.0,10,2,1
2020,70.0,62.0,23,1,10
2017,70.0,86.0,13,3,69
2020,70.0,74.0,19,2,37
2008,70.0,0.0,15,1,0
2024,70.0,67.0,57,2,502
2019,70.0,86.0,28,3,382
2022,70.0,55.0,9,2,11
2001,70.0,80.0,16,1,14
2001,70.0,0.0,10,1,3
2020,70.0,65.0,13,1,10
2021,70.0,60.0,22,4,119
2010,70.0,58.0,17,1,41
2001,70.0,76.0,23,1,22
2024,70.0,49.0,24,3,109
2000,70.0,77.0,19,1,29
2003,70.0,0.0,11,1,3
2017,70.0,76.0,16,2,80
2018,70.0,56.0,29,4,48
2007,70.0,65.0,10,1,11
2018,70.0,70.0,19,2,44
2013,70.0,74.0,53,1,158
1999,70.0,79.0,20,1,78
2014,70.0,44.0,75,3,3048
2008,70.0,36.0,14,1,9
2012,70.0,66.0,12,1,20
2006,70.0,0.0,7,1,1
2007,70.0,66.0,30,2,14
2025,70.0,72.0,9,2,20
2022,70.0,78.0,25,1,105
2016,70.0,74.0,45,4,434
2022,70.0,81.0,28,4,289
2006,70.0,64.0,11,1,12
2011,70.0,65.0,36,3,17
2019,70.0,75.0,13,1,37
2016,70.0,62.0,7,1,35
2008,70.0,0.0,7,2,1
2014,70.0,60.0,8,1,25
2020,70.0,74.0,11,1,19
2004,70.0,53.0,35,1,7
2005,70.0,65.0,36,1,16
2017,70.0,56.0,18,1,16
2008,70.0,68.0,31,1,18
2011,70.0,56.0,14,1,17
2019,70.0,64.0,10,4,15
2009,70.0,87.0,10,2,9
2025,70.0,67.0,15,1,32
2009,70.0,76.0,43,4,10
2008,70.0,0.0,7,1,0
2011,70.0,74.0,11,1,39
2002,70.0,0.0,14,1,2
2001,70.0,85.0,7,1,14
2008,70.0,0.0,12,2,2
1999,70.0,73.0,15,1,208
2024,70.0,0.0,8,1,0
2012,70.0,73.0,16,1,12
2006,70.0,77.0,21,1,42
2009,70.0,80.0,12,1,24
2023,70.0,68.0,18,2,5
2020,70.0,0.0,11,2,1
2010,70.0,58.0,7,1,6
2021,70.0,75.0,11,2,8
2018,70.0,63.0,22,2,31
2012,70.0,65.0,24,1,278
2016,70.0,60.0,17,1,63
2010,70.0,64.0,25,3,140
2009,70.0,0.0,10,2,0
2005,70.0,74.0,52,2,7
2023,70.0,77.0,38,4,134
2011,70.0,68.0,13,1,88
2009,70.0,63.0,16,1,4
2011,70.0,83.0,7,1,8
2023,70.0,0.0,8,1,3
2004,70.0,70.0,19,1,6
2010,70.0,75.0,29,1,113
2020,70.0,74.0,10,1,14
2010,70.0,82.0,11,1,29
2011,70.0,0.0,7,1,2
2012,70.0,79.0,31,1,50
2014,70.0,72.0,23,1,40
2020,70.0,59.0,19,4,31
2024,70.0,78.0,21,3,43
2020,70.0,54.0,22,2,31
2016,70.0,67.0,36,3,42
2014,70.0,61.0,57,3,306
2017,70.0,72.0,20,1,33
2012,70.0,28.0,21,3,33
2009,70.0,74.0,30,1,5
2001,70.0,80.0,18,1,9
2020,70.0,77.0,12,4,11
2021,70.0,0.0,8,2,2
2010,70.0,67.0,26,3,30
2010,70.0,65.0,24,3,19
2004,70.0,66.0,17,2,16
2008,70.0,66.0,11,4,20
2002,70.0,84.0,14,3,49
2013,70.0,69.0,14,1,20
2007,70.0,86.0,8,1,170
2017,70.0,56.0,8,2,7
2003,70.0,78.0,16,1,5
2009,69.0,66.0,29,2,20
2015,69.0,78.0,69,1,146
2017,70.0,69.0,27,1,59
2005,69.0,80.0,47,3,69
2003,69.0,67.0,22,1,331
2023,69.0,61.0,76,3,390
2013,69.0,72.0,12,2,41
2006,69.0,70.0,14,1,8
2005,69.0,75.0,27,2,19
2019,69.0,62.0,45,4,544
2012,69.0,78.0,11,2,6
2005,69.0,77.0,28,1,22
2014,69.0,62.0,13,1,20
2015,69.0,81.0,44,1,381
2015,69.0,60.0,16,1,22
2024,69.0,60.0,27,2,283
2016,69.0,56.0,25,2,8
2024,69.0,67.0,14,3,18
2006,69.0,69.0,38,1,23
2005,69.0,76.0,12,1,13
2025,69.0,33.0,26,4,12
2015,69.0,75.0,13,1,22
2006,69.0,69.0,21,1,102
2020,69.0,0.0,7,2,2
2007,69.0,0.0,20,1,0
2008,69.0,71.0,30,2,14
2017,69.0,61.0,12,1,35
2005,69.0,65.0,9,1,12
2025,69.0,58.0,9,1,6
2016,69.0,72.0,16,1,18
2016,69.0,68.0,57,1,116
2009,69.0,76.0,8,1,5
2023,69.0,0.0,9,1,1
2008,69.0,68.0,7,1,15
2018,69.0,66.0,12,3,16
2019,69.0,59.0,70,3,784
2017,69.0,70.0,18,1,22
2019,69.0,26.0,50,4,1092
2010,69.0,78.0,32,1,31
2008,69.0,53.0,9,1,13
2006,69.0,76.0,40,1,62
2003,69.0,68.0,21,1,57
2002,69.0,59.0,24,1,8
2016,69.0,81.0,8,1,11
2007,69.0,61.0,39,1,8
2001,69.0,54.0,16,1,5
2002,69.0,0.0,7,1,1
2005,69.0,72.0,33,1,17
2016,69.0,66.0,18,2,479
2006,69.0,0.0,27,3,1
2019,69.0,59.0,8,2,13
2020,69.0,81.0,7,2,7
2016,69.0,58.0,42,4,144
2023,69.0,62.0,27,3,125
2008,69.0,0.0,8,1,2
2015,69.0,0.0,7,3,3
2020,69.0,61.0,23,3,52
2005,69.0,13.0,27,2,4
2008,69.0,68.0,15,1,4
2018,69.0,69.0,50,1,261
2016,69.0,10.0,7,1,287
2025,69.0,65.0,35,3,118
2017,69.0,56.0,6,2,8
2012,69.0,69.0,58,1,156
2016,69.0,74.0,41,3,53
2015,69.0,68.0,24,1,91
2020,69.0,58.0,10,2,146
2014,69.0,73.0,11,1,6
2009,69.0,83.0,31,1,13
